Isolate,Sequenceing_Date,Pool,MID_Tag,Location,Publication,Collection_Date,Age,Disease_Status
UG70268,13-Aug,P2,MID2-4,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70018,13-Aug,P1,MID58-60,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70489,13-Aug,P2,MID7-8,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70761,13-Aug,P1,MID14-16,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70389,13-Aug,P1,MID4-6,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70464,13-Aug,P2,MID6-8,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70468,13-Aug,P1,MID7-7,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70165,13-Aug,P1,MID1-1,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70213,13-Aug,P1,MID2-2,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70649,13-Aug,P2,MID11-14,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70583,13-Aug,P2,MID10-11,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70025,13-Aug,P1,MID59-59,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70515,13-Aug,P2,MID8-10,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70715,13-Aug,P2,MID60-60,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70647,13-Aug,P1,MID11-14,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70088,13-Aug,P2,MID61-1,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70523,13-Aug,P1,MID8-11,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70394,13-Aug,P1,MID5-5,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70712,13-Aug,P1,MID60-60,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70637,13-Aug,P2,MID11-13,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70471,13-Aug,P2,MID7-7,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70195,13-Aug,P2,MID1-2,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70278,13-Aug,P1,MID4-4,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70081,13-Aug,P2,MID59-61,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70658,13-Aug,P1,MID13-14,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70422,13-Aug,P1,MID5-7,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70456,13-Aug,P1,MID6-8,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70106,13-Aug,P1,MID62-62,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70504,13-Aug,P1,MID8-10,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70437,13-Aug,P2,MID6-6,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70793,13-Aug,P1,MID61-62,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70274,13-Aug,P2,MID3-5,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70773,13-Aug,P1,MID61-61,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70503,13-Aug,P2,MID8-8,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70281,13-Aug,P2,MID4-4,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70594,13-Aug,P2,MID10-13,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70786,13-Aug,P2,MID61-61,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70688,13-Aug,P1,MID14-14,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70348,13-Aug,P1,MID3-3,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70066,13-Aug,P1,MID59-61,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70160,13-Aug,P2,MID62-2,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70260,13-Aug,P1,MID2-4,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70084,13-Aug,P1,MID61-1,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70349,13-Aug,P2,MID3-3,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70828,13-Aug,P2,MID61-62,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70013,13-Aug,P2,MID58-59,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70036,13-Aug,P1,MID59-60,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70742,13-Aug,P2,MID60-62,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70008,13-Aug,P1,MID58-59,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70684,13-Aug,P2,MID13-15,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70113,13-Aug,P1,MID62-1,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70710,13-Aug,P2,MID14-16,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70677,13-Aug,P1,MID13-15,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70203,13-Aug,P1,MID1-3,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70446,13-Aug,P1,MID6-7,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70258,13-Aug,P2,MID2-3,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70024,13-Aug,P2,MID58-60,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70435,13-Aug,P1,MID6-6,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70484,13-Aug,P1,MID7-8,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70122,13-Aug,P1,MID62-2,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70291,13-Aug,P1,MID4-5,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70451,13-Aug,P2,MID6-7,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70705,13-Aug,P1,MID14-15,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70730,13-Aug,P1,MID60-62,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70696,13-Aug,P2,MID14-14,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70654,13-Aug,P1,MID13-13,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70390,13-Aug,P2,MID4-6,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70623,13-Aug,P2,MID11-11,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70555,13-Aug,P1,MID10-10,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70418,13-Aug,P2,MID5-6,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70363,13-Aug,P2,MID3-4,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70416,13-Aug,P1,MID5-6,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70492,13-Aug,P2,MID7-10,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70426,13-Aug,P2,MID5-7,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70720,13-Aug,P1,MID60-61,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70596,13-Aug,P1,MID11-11,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70181,13-Aug,P2,MID1-1,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70666,13-Aug,P2,MID13-14,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70039,13-Aug,P2,MID59-60,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70568,13-Aug,P1,MID10-11,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70371,13-Aug,P1,MID3-5,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70027,13-Aug,P2,MID59-59,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70697,13-Aug,P2,MID14-15,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70657,13-Aug,P2,MID13-13,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70192,13-Aug,P1,MID1-2,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70350,13-Aug,P1,MID3-4,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70204,13-Aug,P2,MID1-3,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70246,13-Aug,P1,MID2-3,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70630,13-Aug,P1,MID11-13,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70307,13-Aug,P2,MID4-5,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70543,13-Aug,P2,MID8-11,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70112,13-Aug,P2,MID62-62,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70118,13-Aug,P2,MID62-1,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70220,13-Aug,P2,MID2-2,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70723,13-Aug,P2,MID60-61,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG70398,13-Aug,P2,MID5-5,Uganda_Arua,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80172,13-Aug,P2,MID44-45,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80133,13-Aug,P1,MID46-46,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80536,13-Aug,P1,MID56-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80132,13-Aug,P2,MID44-44,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80651,13-Aug,P1,MID57-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80198,13-Aug,P1,MID45-45,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80302,13-Aug,P1,MID50-51,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80290,13-Aug,P1,MID50-50,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80152,13-Aug,P1,MID44-45,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80465,13-Aug,P1,MID55-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80179,13-Aug,P1,MID44-46,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80592,13-Aug,P1,MID56-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80238,13-Aug,P1,MID45-46,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80555,13-Aug,P2,MID56-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80029,13-Aug,P2,MID42-43,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80051,13-Aug,P2,MID42-44,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80184,13-Aug,P2,MID44-46,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80663,13-Aug,P1,MID57-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80217,13-Aug,P2,MID49-49,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80394,13-Aug,P1,MID53-53,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80062,13-Aug,P2,MID43-43,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80378,13-Aug,P2,MID51-51,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80200,13-Aug,P1,MID49-49,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80080,13-Aug,P1,MID43-44,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80105,13-Aug,P2,MID43-45,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80672,13-Aug,P1,MID58-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80016,13-Aug,P1,MID42-43,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80122,13-Aug,P1,MID44-44,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80573,13-Aug,P2,MID56-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80239,13-Aug,P2,MID45-46,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80095,13-Aug,P1,MID43-45,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80657,13-Aug,P2,MID57-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80255,13-Aug,P2,MID49-50,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80059,13-Aug,P1,MID43-43,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80482,13-Aug,P2,MID55-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80567,13-Aug,P1,MID56-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80043,13-Aug,P1,MID42-44,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80667,13-Aug,P2,MID57-59,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80090,13-Aug,P2,MID43-44,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80593,13-Aug,P2,MID56-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80719,13-Aug,P2,MID15-16,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80139,13-Aug,P2,MID46-46,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80484,13-Aug,P1,MID55-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80326,13-Aug,P1,MID50-53,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80610,13-Aug,P2,MID57-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80596,13-Aug,P1,MID57-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80486,13-Aug,P2,MID55-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80328,13-Aug,P2,MID50-53,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80298,13-Aug,P2,MID50-50,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80502,13-Aug,P2,MID55-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80435,13-Aug,P2,MID53-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80410,13-Aug,P1,MID53-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80253,13-Aug,P1,MID49-50,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80490,13-Aug,P1,MID55-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80235,13-Aug,P2,MID45-45,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80675,13-Aug,P2,MID58-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80838,13-May,P2,MID48-49,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80257,13-May,P1,MID55-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80229,13-May,P2,MID55-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80440,13-May,P1,MID56-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80804,13-May,P1,MID48-48,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80702,13-May,P1,MID47-49,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80553,13-May,P2,MID56-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80219,13-May,P1,MID55-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80083,13-May,P2,MID54-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80637,13-May,P1,MID57-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80082,13-May,P1,MID54-55,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80734,13-May,P1,MID57-59,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80616,13-May,P1,MID56-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80677,13-May,P2,MID57-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80621,13-May,P2,MID56-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80777,13-May,P1,MID58-59,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80548,13-May,P1,MID56-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80795,13-May,P1,MID58-60,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80797,13-May,P2,MID58-60,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80806,13-May,P2,MID48-48,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80757,13-May,P2,MID58-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80782,13-May,P2,MID58-59,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80354,13-May,P1,MID55-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80262,13-May,P2,MID55-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80736,13-May,P2,MID47-49,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80743,13-May,P2,MID57-59,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80359,13-May,P2,MID55-57,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80756,13-May,P1,MID58-58,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80819,13-May,P1,MID48-49,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80148,13-May,P2,MID54-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80801,13-May,P1,MID59-59,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80803,13-May,P2,MID59-59,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80142,13-May,P1,MID54-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG80444,13-May,P2,MID56-56,Uganda_Jinja,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30277,13-Mar,P1,MID45,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30283,13-Mar,P2,MID24,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30734,13-Mar,P1,MID44,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30577,12-Oct,P1,MID49,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30251,12-Oct,P2,MID40,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30245,12-Oct,P1,MID40,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30224,12-Oct,P2,MID39,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30186,12-Oct,P1,MID38,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30579,12-Oct,P2,MID49,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30661,12-Oct,P3,MID54,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30511,12-Oct,P2,MID47,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30590,12-Oct,P3,MID49,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30470,12-Oct,P3,MID46,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30830,12-Oct,P4,MID60,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30658,12-Oct,P2,MID54,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30304,12-Oct,P4,MID39,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30421,12-Oct,P3,MID45,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30818,12-Oct,P2,MID60,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30226,12-Oct,P3,MID38,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30470,12-Oct,P2,MID48,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30630,12-Oct,P3,MID51,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30367,12-Oct,P4,MID44,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30641,12-Oct,P2,MID53,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30632,12-Oct,P4,MID51,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30024,12-Oct,P2,MID36,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30726,12-Oct,P4,MID56,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30486,12-Oct,P4,MID46,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30671,12-Oct,P1,MID55,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30437,12-Oct,P4,MID45,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30788,12-Oct,P3,MID58,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30011,12-Oct,P1,MID36,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30814,12-Oct,P4,MID59,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30304,12-Oct,P2,MID42,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30416,12-Oct,P3,MID44,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30784,12-Oct,P4,MID50,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30049,12-Oct,P4,MID36,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30621,12-Oct,P3,MID50,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30441,12-Oct,P1,MID46,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30208,12-Oct,P2,MID38,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30713,12-Oct,P3,MID56,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30309,12-Oct,P4,MID42,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30419,12-Oct,P4,MID47,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30054,12-Oct,P1,MID37,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30266,12-Oct,P3,MID40,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30700,12-Oct,P4,MID55,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30623,12-Oct,P1,MID51,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30644,12-Oct,P3,MID53,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30031,12-Oct,P3,MID36,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30598,12-Oct,P2,MID50,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30334,12-Oct,P4,MID41,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30266,12-Oct,P4,MID38,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30283,12-Oct,P3,MID41,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30700,12-Oct,P4,MID48,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30775,12-Oct,P4,MID57,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30334,12-Oct,P2,MID43,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30783,12-Oct,P4,MID49,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30811,12-Oct,P3,MID59,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30816,12-Oct,P1,MID60,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30709,12-Oct,P2,MID56,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30591,12-Oct,P1,MID50,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30213,12-Oct,P1,MID39,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30499,12-Oct,P1,MID47,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30792,12-Oct,P4,MID58,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30800,12-Oct,P1,MID59,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30285,12-Oct,P1,MID42,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30629,12-Oct,P2,MID51,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30734,12-Oct,P1,MID57,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
